"3xl:text-lg","flex href","h-auto src","2xl:text-med","text-textGrey4","font-bold","text-xxs","font-bold 2","text-xxs 2","font-bold 3","text-xxs 3","text-limited","font-semibold","text-rare","font-semibold 2","text-super-rare","font-semibold 3"
"612th","https://www.soraredata.com/player/65114331784830422725213632265433907999362016779339349303333268978292222179265","https://assets.sorare.com/player/d28cd8f2-6551-485b-b093-154db99fe3b3/picture/avatar-dcbc35c01eca16198aff7a465bc0de25.png","Alessandro Micai","Goalkeeper  - 29","58.9","100%  PLAYED","53.9","100%  PLAYED","54.0","48%  PLAYED","Ξ 0,0136","1-month average","No sale","","No sale",""
"613th","https://www.soraredata.com/player/83702046704455836492761039759705556429016759283061066241795927157800995224700","https://assets.sorare.com/player/4f98bc3f-c5f4-4c5a-a741-f103d04d8944/picture/avatar-e78aa9ef4e2f11e1c3030892911e350a.png","Armando Izzo","Defender  - 31","50.3","100%  PLAYED","53.8","93%  PLAYED","54.9","70%  PLAYED","Ξ 0,0035","3-day average","Ξ 0,0687","Last public sale","No sale",""
"614th","https://www.soraredata.com/player/90778061248792845169516849797042098437750661806564141760989712885797188702259","https://assets.sorare.com/player/7019eb0c-ebee-4be4-a9e6-3d4cd5580253/picture/avatar-c67a46740f9c706d98834a25d57a5158.png","Koki Saito","Midfielder  - 21","59.4","100%  PLAYED","53.8","87%  PLAYED","46.6","80%  PLAYED","Ξ 0,0055","3-day average","Ξ 0,0520","3-day average","Ξ 0,340","3-day average"
"615th","https://www.soraredata.com/player/36503360876087407855897456053538289778001612276454509746865293941952204253310","https://assets.sorare.com/player/355fb35e-93a9-4e14-9d3e-1d86bba073e2/picture/avatar-987bad76b3a9c848ac440fa77f206681.png","Wataru Endō","Midfielder  - 30","56.3","100%  PLAYED","53.8","100%  PLAYED","51.5","95%  PLAYED","Ξ 0,0033","3-day average","Ξ 0,0304","7-day average","Ξ 0,188","2-week average"
"616th","https://www.soraredata.com/player/13118489689857349514170809312753403640227000287447031457198858220474951749878","https://assets.sorare.com/player/b4702253-a09c-481f-9810-0484b322bffe/picture/avatar-9c79af791bb6db30ec5a9fc494a40ba0.png","Álex Suárez","Defender  - 30","38.5","80%  PLAYED","53.8","93%  PLAYED","50.5","93%  PLAYED","Ξ 0,0005","3-day average","Ξ 0,0205","1-month average","Ξ 0,270","Last public sale"
"617th","https://www.soraredata.com/player/44907162183504082221593249601740990678162766909281838524463775367595412586580","https://assets.sorare.com/player/414f926d-f122-4ea0-b275-8f1fb8a24645/picture/avatar-ce6d1d10a5b6a936e9691d042edd7aa2.png","Toby Sibbick","Defender  - 23","43.7","80%  PLAYED","53.8","87%  PLAYED","40.0","78%  PLAYED","Ξ 0,0007","3-day average","Ξ 0,0094","7-day average","Ξ 0,112","Last public sale"
"618th","https://www.soraredata.com/player/74044665967788005448830571844984674649159888749782844970138010530257031719768","https://assets.sorare.com/player/03e224d2-761d-4e1b-81f5-c4fa8ea05522/picture/avatar-7526c2e8b2eaf4d2b7df7fae2e10a808.png","Olaetxea","Midfielder  - 30","54.1","100%  PLAYED","53.8","100%  PLAYED","46.1","90%  PLAYED","Ξ 0,0012","7-day average","Ξ 0,0158","2-week average","Ξ 0,0828","Last public sale"
"619th","https://www.soraredata.com/player/97155155315514137803374733962142796411874338229480268978756402495843266095938","https://assets.sorare.com/player/e6de045b-1115-49ff-90fc-ba6e7d15f68b/picture/avatar-5f7dfe1d00ecc73ef0a9b7c6e486578c.png","Alexis Cossío","Defender  - 28","63.6","100%  PLAYED","53.8","93%  PLAYED","41.8","75%  PLAYED","Ξ 0,0024","3-day average","Ξ 0,0189","2-week average","Ξ 0,0399","Last public sale"
"620th","https://www.soraredata.com/player/75433469244355069998224714837738643630862022469062352618347226816501936964532","https://assets.sorare.com/player/d2c53c77-0d7e-4473-bdf8-8a270c8c5719/picture/avatar-4f3d6833b67e8f2882869a67aa9920f8.png","Bilal Brahimi","Midfielder  - 23","51.8","100%  PLAYED","53.8","100%  PLAYED","42.6","98%  PLAYED","Ξ 0,0020","3-day average","Ξ 0,0201","3-day average","Ξ 0,143","1-month average"
"621st","https://www.soraredata.com/player/50090124496722808345263907968015841147215677835330994858175607496459209679817","https://assets.sorare.com/player/ab6671b3-b7f7-4a5b-bda4-a70cd8d92589/picture/avatar-d7c9ccc870d969fa78ad9d60486fb6b9.png","Lechi Sadulaev","Midfielder  - 23","64.0","80%  PLAYED","53.8","87%  PLAYED","47.0","78%  PLAYED","Ξ 0,0025","Last public sale","Ξ 0,0482","Last public sale","Ξ 0,0604","Last public sale"
"622nd","https://www.soraredata.com/player/36958477616617849642367248963395189633242811715989817340446847331976797752358","https://assets.sorare.com/player/6f299de7-ec2b-439c-a5c1-168555023032/picture/avatar-a390c33272ccc2ead2b6dc51a7079a18.png","José Caro","Goalkeeper  - 29","55.1","100%  PLAYED","53.8","100%  PLAYED","58.7","95%  PLAYED","Ξ 0,0106","3-day average","Ξ 0,268","7-day average","Ξ 0,900","2-week average"
"623rd","https://www.soraredata.com/player/10140114792437097493203078519026140097170701223007581686100299420635392971646","https://assets.sorare.com/player/25da2b40-91bb-4607-91bb-62b07fa1c878/picture/avatar-784440eabcddfe758aba54c1d764b306.png","Esequiel Barco","Midfielder  - 24","60.0","100%  PLAYED","53.8","100%  PLAYED","46.8","93%  PLAYED","Ξ 0,0152","3-day average","Ξ 0,1000","3-day average","Ξ 0,796","Last public sale"
"624th","https://www.soraredata.com/player/294428655772890815243347570970092782730637198391996570030094664450397090840","https://assets.sorare.com/player/ae7e51e9-bcce-4171-902a-1a3337b7e1d7/picture/avatar-6185527c3eaa0ecf260b610f3910a1bf.png","Wesley Fofana","Defender  - 22","41.1","100%  PLAYED","53.8","87%  PLAYED","55.8","43%  PLAYED","Ξ 0,0129","3-day average","Ξ 0,106","7-day average","Ξ 0,515","Last public sale"
"625th","https://www.soraredata.com/player/95406419508420047824721422724943273507139925663097815501086379572303216098324","https://assets.sorare.com/player/2a57571e-b9fb-4439-a4a6-2a156fd258c0/picture/avatar-9f7d77f01ef07e79b40998449eece530.png","Jon Gallagher","Defender  - 27","51.2","100%  PLAYED","53.8","100%  PLAYED","49.6","98%  PLAYED","Ξ 0,0054","3-day average","Ξ 0,0380","7-day average","Ξ 0,269","Last public sale"
"626th","https://www.soraredata.com/player/89205526732123511109378424477818701684565764711663770589531634375111039018481","https://assets.sorare.com/player/b7602aef-4463-4ae1-bbf7-25eaff905a2b/picture/avatar-47011224da9ac3940bcd3aefed21ed10.png","Mauricio Pereyra","Midfielder  - 33","55.8","80%  PLAYED","53.8","93%  PLAYED","56.6","93%  PLAYED","Ξ 0,0028","3-day average","Ξ 0,0397","3-day average","Ξ 0,386","1-month average"
"627th","https://www.soraredata.com/player/72460441151245107389670178220978135221725609804067051507248137539756581651399","https://assets.sorare.com/player/311f5e25-5fcd-44b9-b3e2-6bd232824465/picture/avatar-ee5824e88b603c35826e93df660aa53a.png","Gastón Ávila","Defender  - 21","42.3","80%  PLAYED","53.8","80%  PLAYED","51.3","43%  PLAYED","Ξ 0,0046","3-day average","Ξ 0,0779","2-week average","Ξ 0,791","Last public sale"
"628th","https://www.soraredata.com/player/94868715072929941675715920544028240918068464041454713792471778709700556271999","https://assets.sorare.com/player/c1d112f9-d6d6-4fd4-92ff-0e59b5ac3449/picture/avatar-329a24e0fba2ffd5cc1071623f511492.png","Renato Ibarra","Midfielder  - 32","58.5","80%  PLAYED","53.8","93%  PLAYED","47.5","80%  PLAYED","No sale","1-month average","Ξ 0,0576","Last public sale","Ξ 0,0580",""
"629th","https://www.soraredata.com/player/76072280108219118657760132004762877535057505771079514204915594089991551831764","https://assets.sorare.com/player/27f62aab-8bb6-461d-aee9-1cddad1fc1af/picture/avatar-c5630af030db7b048042774dbeb02ca0.png","Ramón Mierez","Forward  - 25","65.0","100%  PLAYED","53.7","93%  PLAYED","45.0","83%  PLAYED","Ξ 0,0031","3-day average","Ξ 0,0377","7-day average","Ξ 0,190","7-day average"
"630th","https://www.soraredata.com/player/42134940365019870257627737875339780820510669916089791425835474113608964266928","https://assets.sorare.com/player/92aab95c-1523-4ea6-b53b-77a626448e6d/picture/avatar-915677a63dda3879c7309776bfb5b687.png","Ramiro Sordo","Forward  - 22","59.9","80%  PLAYED","53.7","93%  PLAYED","51.4","78%  PLAYED","Ξ 0,0075","3-day average","Ξ 0,0710","7-day average","Ξ 0,324","Last public sale"
"631st","https://www.soraredata.com/player/72826341757370117951856863395621408885101092651941135021646315673718252817747","https://assets.sorare.com/player/71a04fe3-52d1-43a9-b289-a03e98a33306/picture/avatar-040d28620c55691e7b331e5b6dfb0dc6.png","Azor Matusiwa","Midfielder  - 25","50.9","80%  PLAYED","53.7","93%  PLAYED","53.9","83%  PLAYED","Ξ 0,0025","3-day average","Ξ 0,0339","2-week average","Ξ 0,300","Last public sale"
"632nd","https://www.soraredata.com/player/105910224238298960737402535797208663990331234335741978017642665408510821863381","https://assets.sorare.com/player/6071657a-7d41-452d-8b83-5e57ef38f18e/picture/avatar-0025016053a03a1526e5944c830caecd.png","Anas Tahiri","Midfielder  - 27","51.3","100%  PLAYED","53.7","87%  PLAYED","51.9","95%  PLAYED","Ξ 0,0010","3-day average","Ξ 0,0207","3-day average","Ξ 0,134","Last public sale"
"633rd","https://www.soraredata.com/player/36287657675285480043216944678370041002057251212514255077401695795059876791323","https://assets.sorare.com/player/5ac65a1e-17ec-44c5-9417-438b62d4f0d5/picture/avatar-24d4bf8abc4e03fb39596f7b57627074.png","Christian Noboa","Midfielder  - 38","59.3","100%  PLAYED","53.7","80%  PLAYED","63.4","85%  PLAYED","Ξ 0,0072","2-week average","Ξ 0,620","Last public sale","Ξ 0,675","Last public sale"
"634th","https://www.soraredata.com/player/61750505228530739222624000594072215578463825022151281765436418675304583191121","https://assets.sorare.com/player/d802b550-9552-4070-87d2-e0d3a9913adc/picture/avatar-ff4fe5992cc47de273ddf3a11d464f69.png","Alex Meret","Goalkeeper  - 26","58.8","100%  PLAYED","53.7","80%  PLAYED","54.7","88%  PLAYED","Ξ 0,0478","3-day average","Ξ 0,483","3-day average","Ξ 1,406","1-month average"
"635th","https://www.soraredata.com/player/61395280035433915318813895350409190106250286910018578975351640612016786486976","https://assets.sorare.com/player/b9695ca3-e9c4-4206-b50a-f958a00e5ccb/picture/avatar-6e42c0cf7f700b886be4f3c358eb410b.png","Robert Glatzel","Forward  - 29","50.7","100%  PLAYED","53.7","100%  PLAYED","56.6","100%  PLAYED","Ξ 0,0074","3-day average","Ξ 0,0689","3-day average","Ξ 0,427","1-month average"
"636th","https://www.soraredata.com/player/12074355190813718087148651830161950996792002442502066692426850932946430490394","https://assets.sorare.com/player/2f2d1c91-a04a-4941-ab9e-d1b440828e9f/picture/avatar-90a55df9f69d484adfe175599478b010.png","Alexander Schlager","Goalkeeper  - 27","53.7","80%  PLAYED","53.7","80%  PLAYED","48.4","78%  PLAYED","Ξ 0,0108","3-day average","Ξ 0,191","7-day average","Ξ 0,659","7-day average"
"637th","https://www.soraredata.com/player/kevin-danso","","Kevin Danso","Defender  - 24","51.6","100%  PLAYED","53.7","100%  PLAYED","55.5","98%  PLAYED","No sale","","No sale","","No sale",""
"638th","https://www.soraredata.com/player/53270529970716877763171278616355037294672349954895908266905792725058998967978","https://assets.sorare.com/player/e0e969db-c2bd-4783-b412-2ea1bda2ce7b/picture/avatar-893996a55545e94ee8a3ec276b7b0bf9.png","Efecan Karaca","Midfielder  - 33","55.3","100%  PLAYED","53.7","93%  PLAYED","52.8","85%  PLAYED","Ξ 0,0005","3-day average","Ξ 0,0170","7-day average","Ξ 0,170","Last public sale"
"639th","https://www.soraredata.com/player/108059195403563177668126212173533294007524066429572279817794963022726831877041","https://assets.sorare.com/player/e5c7795d-ab60-479f-ac53-60b497292b3a/picture/avatar-0cde9a04a9372dda5ea84aea6246eb2c.png","Santiago Giménez","Forward  - 22","51.7","100%  PLAYED","53.7","93%  PLAYED","46.9","93%  PLAYED","Ξ 0,0230","3-day average","Ξ 0,171","7-day average","Ξ 0,791","Last public sale"
"640th","https://www.soraredata.com/player/111380055574044435469191349359465623998972217485639250027562227456495327298464","https://assets.sorare.com/player/ca969c5c-9fec-4380-aeb1-6efc8d72ef18/picture/avatar-c8a82eb3da9f8163dbf0a99a84954abb.png","Ha Chang-Rae","Defender  - 28","51.5","100%  PLAYED","53.6","87%  PLAYED","50.8","57%  PLAYED","Ξ 0,0024","3-day average","Ξ 0,0254","3-day average","Ξ 0,107","Last public sale"
"641st","https://www.soraredata.com/player/96580147951191398051809909908949035990885233956520531979432139940638904641528","https://assets.sorare.com/player/267af511-4917-4d83-9dfb-5757f1c375d3/picture/avatar-66e9b7526b1e527c8175892fe1f58843.png","Anderson Lopes","Forward  - 29","67.9","100%  PLAYED","53.6","100%  PLAYED","53.6","80%  PLAYED","Ξ 0,0269","3-day average","Ξ 0,116","7-day average","Ξ 0,659","Last public sale"
"642nd","https://www.soraredata.com/player/41430359334635429541096791360474722008436849004431922713076168766686944106625","https://assets.sorare.com/player/581dc052-68a4-483c-82b6-c1ae3f1c951a/picture/avatar-14c071f1bb3aec7840da4353ec50b193.png","Rémi Walter","Midfielder  - 28","51.4","100%  PLAYED","53.6","100%  PLAYED","50.5","100%  PLAYED","Ξ 0,0031","3-day average","Ξ 0,0400","7-day average","Ξ 0,167","Last public sale"
"643rd","https://www.soraredata.com/player/43968435091548502489250302478479431099748181436325029487416478097628857567461","https://assets.sorare.com/player/65015d6b-24eb-4588-a586-eb6af05a8ea8/picture/avatar-0b00f8d81d98e2dc4516c414268781c6.png","Bukayo Saka","Midfielder  - 21","49.5","100%  PLAYED","53.6","100%  PLAYED","58.6","98%  PLAYED","Ξ 0,0447","3-day average","Ξ 0,519","7-day average","Ξ 3,754","3-day average"
"644th","https://www.soraredata.com/player/107448004560743630411147730508977034390970983331422189610238415563381484848981","https://assets.sorare.com/player/b221f807-5554-40c9-b932-5ac42e771491/picture/avatar-41cb2452acc9a9bf0a6734033b78d94d.png","Andrey Mostovoy","Midfielder  - 25","54.4","100%  PLAYED","53.6","93%  PLAYED","51.5","95%  PLAYED","Ξ 0,0075","7-day average","Ξ 0,140","Last public sale","Ξ 0,900","Last public sale"
"645th","https://www.soraredata.com/player/48868362525039353303948503263134973348386887984954494506696735290868120134573","https://assets.sorare.com/player/3602a549-e739-46aa-9046-353f97042c87/picture/avatar-767a906e7205e1d4a71b06428f8e7bc5.png","Olivier Deman","Forward  - 23","63.1","80%  PLAYED","53.6","93%  PLAYED","50.7","90%  PLAYED","Ξ 0,0032","3-day average","Ξ 0,0495","7-day average","Ξ 0,0498","2-week average"
"646th","https://www.soraredata.com/player/78281581991768067660666134035940583896214270147506019215916175144966512768430","https://assets.sorare.com/player/17a65a20-55b3-4044-b969-f01170e2dd42/picture/avatar-12f039173f6aa81eedfa6d8f228b5855.png","Rikito Inoue","Defender  - 26","47.2","100%  PLAYED","53.6","100%  PLAYED","46.2","93%  PLAYED","Ξ 0,0017","3-day average","Ξ 0,0282","1-month average","Ξ 0,0370","Last public sale"
"647th","https://www.soraredata.com/player/42642927554993605809951245944645027656061476134881920832937797918651225384802","https://assets.sorare.com/player/18da7660-fd3b-4a7b-b39b-58ba3e979de9/picture/avatar-70c9f532be439b2faf9acb6a17545e15.png","Sota Kawasaki","Midfielder  - 21","47.4","100%  PLAYED","53.6","100%  PLAYED","52.5","88%  PLAYED","Ξ 0,0105","3-day average","Ξ 0,200","Last public sale","Ξ 0,832","Last public sale"
"648th","https://www.soraredata.com/player/28312910108220979354574893669112951866636844681011474821804875556537417723638","https://assets.sorare.com/player/ab27bf04-96e4-4439-bba9-dd731fc62f79/picture/avatar-709f899db85b7b006021f0aa99486ef6.png","Juan Soriano","Goalkeeper  - 25","59.7","100%  PLAYED","53.6","100%  PLAYED","50.4","100%  PLAYED","Ξ 0,0119","3-day average","Ξ 0,170","3-day average","Ξ 0,785","Last public sale"
"649th","https://www.soraredata.com/player/26543256299832284422225284948389176332235767148376001482215921987897270625320","https://assets.sorare.com/player/3fc51f1d-07ba-4cd7-80a2-3f55895fb373/picture/avatar-39b3c6941a6d2225b889d6fcf3e00b89.png","Andrea Masiello","Defender  - 37","50.9","80%  PLAYED","53.6","87%  PLAYED","53.8","70%  PLAYED","Ξ 0,0004","2-week average","Ξ 0,0100","3-day average","Ξ 0,131","Last public sale"
"650th","https://www.soraredata.com/player/15888747439742245574429442384203151735624735388625028164341172032585619432214","https://assets.sorare.com/player/08217b3c-8fa3-4b53-bc5d-96957fd52d2f/picture/avatar-2ee1eba8eb300bb31b606a455cf47c73.png","Aron Dønnum","Midfielder  - 25","43.8","100%  PLAYED","53.6","93%  PLAYED","47.6","98%  PLAYED","Ξ 0,0017","3-day average","Ξ 0,0382","2-week average","Ξ 0,188","1-month average"
"651st","https://www.soraredata.com/player/1751286890093453768002188628460549415375229654518317941780411003457747672993","https://assets.sorare.com/player/9197eca1-08d5-406f-98bf-6d5267714691/picture/avatar-74e8ebfb0e1af70d143afd99b24413f1.png","Domenico Criscito","Defender  - 36","60.0","100%  PLAYED","53.6","93%  PLAYED","54.7","88%  PLAYED","Ξ 0,0006","3-day average","Ξ 0,0060","3-day average","Ξ 0,860","Last public sale"
"652nd","https://www.soraredata.com/player/37953639332426811146715388806425145975204897345576476125551017817205733769065","https://assets.sorare.com/player/7b4b014c-c167-489d-86a5-a1a48979efd6/picture/avatar-df1689daf432bcc9a088001c0ce8e436.png","Dennis Appiah","Defender  - 30","67.1","80%  PLAYED","53.5","93%  PLAYED","39.1","93%  PLAYED","Ξ 0,0017","3-day average","Ξ 0,0177","3-day average","Ξ 0,164","1-month average"
"653rd","https://www.soraredata.com/player/81755112170466951957660433037966119229851111592636580310608315545323468296899","https://assets.sorare.com/player/f405cd56-92f9-4128-b20a-03f35f54946f/picture/avatar-fe99df4f75bbc2754987c8e36472461e.png","Michael Olise","Midfielder  - 21","62.3","100%  PLAYED","53.5","100%  PLAYED","49.6","90%  PLAYED","Ξ 0,0144","3-day average","Ξ 0,109","7-day average","Ξ 0,477","Last public sale"
